Num,Sat,ValX,ValY,,
60,7,255,6.24,,
61,7,0,0,,
61,7,222,15.03,,
61,7,255,17.26,,
62,7,0,0,,
62,7,37,0.061,,
62,7,47,0.106,,
62,7,124,0.5,,
62,7,166,0.706,,
62,7,224,1,,
62,7,255,1.15,,
63,7,0,55,,
63,7,40,55,,
63,7,47,50,,
63,7,55,45,,
63,7,63,40,,
63,7,74,35,,
63,7,86,30,,
63,7,142,10,,
63,7,149,-5,,
63,7,214,-15,,
63,7,233,-25,,
63,7,255,-25,,
66,7,0,0,,
66,7,3,0,,
66,7,74,1000,,
66,7,146,2000,,
66,7,218,3000,,
66,7,255,3504,,
67,7,0,0,,
67,7,3,0,,
67,7,74,1000,,
67,7,147,2000,,
67,7,219,3000,,
67,7,255,3485,,
68,7,0,0,,
68,7,3,0,,
68,7,77,1000,,
68,7,152,2000,,
68,7,205,2700,,
68,7,255,3367,,
69,7,0,0,,
69,7,3,0,,
69,7,24,100,,
69,7,47,200,,
69,7,72,300,,
69,7,119,500,,
69,7,167,700,,
69,7,255,1060,,
78,7,0,0,,
78,7,255,6.242,,
79,7,0,0,,
79,7,255,6.23,,
80,7,0,0,,
80,7,255,33.06,,
81,7,0,0,,
81,7,255,15.04,,
82,7,0,0,,
82,7,255,9.97,,
83,7,0,0,,
83,7,255,6.212,,
84,7,0,0,,
84,7,255,27.11,,
85,7,0,0,,
85,7,255,6.203,,
86,7,0,0,,
86,7,255,6.216,,
87,7,0,160,,
87,7,3,150,,
87,7,21,75,,
87,7,29,65,,
87,7,40,55,,
87,7,54,45,,
87,7,74,35,,
87,7,173,0,,
87,7,213,-15,,
87,7,238,-30,,
87,7,255,-53,,
88,7,0,0,,
88,7,255,24.11,,
89,7,0,40,,
89,7,73,40,,
89,7,84,33,,
89,7,97,27,,
89,7,104,24,,
89,7,115,20,,
89,7,130,15,,
89,7,147,10,,
89,7,165,5,,
89,7,187,0,,
89,7,207,-5,,
89,7,228,-10,,
89,7,255,-16,,
90,7,0,0,,
90,7,255,1.515,,
91,7,0,0,,
91,7,255,15.51,,
92,7,0,-120,,
92,7,101,-120,,
92,7,116,-100,,
92,7,130,-80,,
92,7,144,-60,,
92,7,158,-40,,
92,7,171,-20,,
92,7,184,0,,
92,7,196,20,,
92,7,208,40,,
92,7,220,60,,
92,7,232,80,,
92,7,243,100,,
92,7,255,120,,
93,7,0,40,,
93,7,73,40,,
93,7,84,33,,
93,7,97,27,,
93,7,104,24,,
93,7,115,20,,
93,7,130,15,,
93,7,147,10,,
93,7,165,5,,
93,7,187,0,,
93,7,207,-5,,
93,7,228,-10,,
93,7,255,-16,,
94,7,0,0,,
94,7,255,6.298,,
95,7,0,0,,
95,7,255,6.197,,
96,7,0,0,,
96,7,255,15.47,,
97,7,0,0,,
97,7,255,16.01,,
98,7,0,0,,
98,7,255,27.19,,
99,7,0,0,,
99,7,255,1.515,,
100,7,0,0,,
100,7,255,6.223,,
101,7,0,0,,
101,7,3,0,,
101,7,8,200,,
101,7,20,487,,
101,7,42,1008,,
101,7,83,1990,,
101,7,125,3001,,
101,7,167,4001,,
101,7,209,5004,,
101,7,255,6122,,
104,7,0,-139,,
104,7,7,-143,,
104,7,20,-152.3,,
104,7,40,-161.85,,
104,7,46,-164.1,,
104,7,60,-168.95,,
104,7,80,-174.25,,
104,7,84,-175.15,,
104,7,100,-178.8,,
104,7,103,-179.5,,
104,7,106,-180.1,,
104,7,117,-182.4,,
104,7,119,-182.65,,
104,7,120,-182.86,,
104,7,124,-183.7,,
104,7,140,-186.35,,
104,7,148,-187.5,,
104,7,160,-189.3,,
104,7,180,-193.3,,
104,7,200,-198,,
104,7,220,-203.4,,
104,7,240,-210,,
104,7,250,-215,,
104,7,255,-217,,
105,7,0,0,,
105,7,255,15.3,,
106,7,0,-18.72,,
106,7,255,1.731,,
107,7,0,0,,
107,7,250,11.665,,
107,7,251,28,,
107,7,255,28,,
109,7,0,0,,
109,7,255,10.2,,
112,7,0,-5.166,,
112,7,255,4.534,,
113,7,0,290.38,,
113,7,20,133.77,,
113,7,40,105.79,,
113,7,60,89.54,,
113,7,80,77.6,,
113,7,100,67.78,,
113,7,120,59.08,,
113,7,140,50.93,,
113,7,160,42.9,,
113,7,180,33.57,,
113,7,200,25.35,,
113,7,220,14.08,,
113,7,240,-2.82,,
113,7,250,-19,,
113,7,255,-33.06,,
114,7,0,10.97,,
114,7,20,11.88,,
114,7,40,12.84,,
114,7,60,13.79,,
114,7,80,14.73,,
114,7,100,15.67,,
114,7,120,16.61,,
114,7,140,17.54,,
114,7,160,18.48,,
114,7,180,19.41,,
114,7,200,20.34,,
114,7,220,21.28,,
114,7,240,22.22,,
114,7,250,22.69,,
114,7,255,22.92,,
115,7,0,18.68,,
115,7,20,19.57,,
115,7,40,20.5,,
115,7,60,21.44,,
115,7,80,22.37,,
115,7,100,23.37,,
115,7,120,24.26,,
115,7,140,25.21,,
115,7,160,26.17,,
115,7,180,27.14,,
115,7,200,28.11,,
115,7,220,29.09,,
115,7,240,30.09,,
115,7,250,30.59,,
115,7,255,30.84,,
116,7,0,26.4,,
116,7,20,27.26,,
116,7,40,28.18,,
116,7,60,29.1,,
116,7,80,30.03,,
116,7,100,30.97,,
116,7,120,31.92,,
116,7,140,32.88,,
116,7,160,33.86,,
116,7,180,34.85,,
116,7,200,35.86,,
116,7,222,36.89,,
116,7,240,37.93,,
116,7,250,38.46,,
116,7,255,38.72,,
117,7,0,-69.55,,
117,7,20,-44.77,,
117,7,40,-34.25,,
117,7,60,-26.83,,
117,7,80,-20.67,,
117,7,100,-15.1,,
117,7,120,-9.76,,
117,7,140,-4.39,,
117,7,160,1.27,,
117,7,180,7.52,,
117,7,200,14.86,,
117,7,220,24.28,,
117,7,240,38.51,,
117,7,250,50.25,,
117,7,255,59.08,,
118,7,0,-60.18,,
118,7,20,-15.65,,
118,7,40,-2.44,,
118,7,60,6.22,,
118,7,80,12.96,,
118,7,100,18.64,,
118,7,120,23.68,,
118,7,140,28.3,,
118,7,160,32.63,,
118,7,180,36.78,,
118,7,200,40.82,,
118,7,220,44.8,,
118,7,240,48.79,,
118,7,250,50.8,,
118,7,255,51.81,,
119,7,0,-61.39,,
119,7,20,-17.77,,
119,7,40,-4.77,,
119,7,60,3.75,,
119,7,80,18.39,,
119,7,100,15.99,,
119,7,120,20.96,,
119,7,140,25.5,,
119,7,160,29.76,,
119,7,180,33.84,,
119,7,200,37.81,,
119,7,220,41.73,,
119,7,240,45.65,,
119,7,250,47.62,,
119,7,255,48.62,,
120,7,0,-61.78,,
120,7,20,-17.86,,
120,7,40,-4.83,,
120,7,60,3.71,,
120,7,80,10.35,,
120,7,100,15.96,,
120,7,120,20.92,,
120,7,140,21.47,,
120,7,160,29.74,,
120,7,180,33.82,,
120,7,200,37.79,,
120,7,220,41.72,,
120,7,240,45.64,,
120,7,250,47.61,,
120,7,255,48.61,,
121,7,0,-60.94,,
121,7,20,-16.73,,
121,7,40,-3.66,,
121,7,60,4.91,,
121,7,80,11.57,,
121,7,100,17.19,,
121,7,120,22.17,,
121,7,140,26.73,,
121,7,160,31.01,,
121,7,180,35.11,,
121,7,200,39.1,,
121,7,220,43.04,,
121,7,240,46.97,,
121,7,250,48.96,,
121,7,255,49.96,,
122,7,0,-60.6,,
122,7,20,-16.3,,
122,7,40,-3.17,,
122,7,60,5.44,,
122,7,80,12.14,,
122,7,100,17.8,,
122,7,120,22.81,,
122,7,140,27.4,,
122,7,160,31.71,,
122,7,180,35.83,,
122,7,200,39.85,,
122,7,220,43.81,,
122,7,240,47.77,,
122,7,250,49.77,,
122,7,255,50.78,,
123,7,0,-62.12,,
123,7,20,-17.66,,
123,7,40,-4.29,,
123,7,60,4.5,,
123,7,80,11.36,,
123,7,100,17.16,,
123,7,120,22.3,,
123,7,140,27.02,,
123,7,160,31.45,,
123,7,180,35.69,,
123,7,200,39.82,,
123,7,220,43.91,,
123,7,240,47.99,,
123,7,250,50.05,,
123,7,255,51.09,,
124,7,0,-179.91,,
124,7,20,-177.69,,
124,7,40,-175.13,,
124,7,60,-172.33,,
124,7,80,-169.25,,
124,7,100,-165.84,,
124,7,120,-162.02,,
124,7,140,-157.7,,
124,7,160,-152.73,,
124,7,180,-146.87,,
124,7,200,-139.75,,
124,7,220,-130.72,,
124,7,240,-118.31,,
124,7,250,-109.66,,
124,7,255,-104.07,,
125,7,0,-51.62,,
125,7,20,-3.79,,
125,7,40,11,,
125,7,60,21.04,,
125,7,80,29.16,,
125,7,100,36.32,,
125,7,120,42.99,,
125,7,140,49.44,,
125,7,160,55.92,,
125,7,180,62.63,,
125,7,200,69.81,,
125,7,220,77.8,,
125,7,240,87.12,,
125,7,250,92.56,,
125,7,255,95.55,,
126,7,0,24.75,,
126,7,20,25.76,,
126,7,40,26.82,,
126,7,60,27.9,,
126,7,80,28.98,,
126,7,100,30.08,,
126,7,120,31.2,,
126,7,140,32.32,,
126,7,160,33.47,,
126,7,180,34.64,,
126,7,200,35.82,,
126,7,220,37.03,,
126,7,240,38.27,,
126,7,250,38.9,,
126,7,255,39.22,,
127,7,0,15.18,,
127,7,20,16.23,,
127,7,40,17.33,,
127,7,60,18.43,,
127,7,80,19.53,,
127,7,100,20.64,,
127,7,120,21.74,,
127,7,140,22.85,,
127,7,160,23.96,,
127,7,180,25.08,,
127,7,200,26.21,,
127,7,220,27.35,,
127,7,240,28.5,,
127,7,250,29.08,,
127,7,255,29.38,,
128,7,0,5.32,,
128,7,20,6.43,,
128,7,40,7.59,,
128,7,60,8.72,,
128,7,80,9.84,,
128,7,100,10.95,,
128,7,120,12.04,,
128,7,140,13.13,,
128,7,160,14.21,,
128,7,180,15.28,,
128,7,200,16.35,,
128,7,220,17.41,,
128,7,240,18.48,,
128,7,250,19.01,,
128,7,255,19.27,,
131,7,0,0,,
131,7,232,12.48,,
131,7,233,12.5,,
131,7,234,12.52,,
131,7,255,20,,
132,7,0,0,,
132,7,25,0,,
132,7,34,200,,
132,7,61,500,,
132,7,83,750,,
132,7,105,1000,,
132,7,150,1500,,
132,7,195,2000,,
132,7,240,2500,,
132,7,255,2650,,
133,7,0,0,,
133,7,248,6.553,,
133,7,255,6.737,,
134,7,0,64.07,,
134,7,20,65.22,,
134,7,40,66.44,,
134,7,60,67.65,,
134,7,80,68.88,,
134,7,100,70.11,,
134,7,120,71.34,,
134,7,140,72.59,,
134,7,160,73.84,,
134,7,180,75.1,,
134,7,200,76.38,,
134,7,220,77.67,,
134,7,240,78.98,,
134,7,250,79.64,,
134,7,255,79.97,,
135,7,0,74.16,,
135,7,20,75.29,,
135,7,40,76.49,,
135,7,60,77.7,,
135,7,80,78.92,,
135,7,100,80.16,,
135,7,120,81.41,,
135,7,140,82.68,,
135,7,160,83.97,,
135,7,180,85.28,,
135,7,200,86.62,,
135,7,220,87.97,,
135,7,240,89.36,,
135,7,250,90.06,,
135,7,255,90.41,,
136,7,0,51.1,,
136,7,20,55.27,,
136,7,40,56.51,,
136,7,60,57.73,,
136,7,80,58.95,,
136,7,100,60.17,,
136,7,120,61.38,,
136,7,140,62.59,,
136,7,160,63.8,,
136,7,180,65.02,,
136,7,200,66.23,,
136,7,220,67.45,,
136,7,240,68.67,,
136,7,250,69.29,,
136,7,255,69.6,,
144,7,0,0,,
144,7,255,5.1,,
145,7,0,0,,
145,7,27,0,,
145,7,28,0.007,,
145,7,255,3.28,,
150,7,0,0,,
150,7,255,99.99,,
160,7,0,0,,
160,7,53,1.06,,
160,7,122,2.44,,
160,7,180,3.6,,
160,7,238,4.76,,
160,7,255,5.09,,
193,7,0,-120,,
193,7,185,-120,,
193,7,191,-118,,
193,7,199,-115,,
193,7,203,-113,,
193,7,209,-110,,
193,7,211,-108,,
193,7,222,-100,,
193,7,230,-90,,
193,7,241,-70,,
193,7,245,-50,,
193,7,255,-50,,
195,7,0,0,,
195,7,191,2180,,
195,7,255,2915,,
196,7,0,0,,
196,7,176,1765,,
196,7,255,2564,,
197,7,0,60,,
197,7,32,60,,
197,7,58,45,,
197,7,80,35,,
197,7,107,25,,
197,7,130,15,,
197,7,157,5,,
197,7,195,-10,,
197,7,203,-15,,
197,7,220,-25,,
197,7,233,-40,,
197,7,255,-40,,
199,7,0,150,,
199,7,89,150,,
199,7,98,120,,
199,7,106,100,,
199,7,116,50,,
199,7,123,20,,
199,7,128,0,,
199,7,132,-20,,
199,7,139,-50,,
199,7,149,-100,,
199,7,158,-150,,
199,7,255,-150,,
200,7,0,-120,,
200,7,205,-120,,
200,7,209,-118,,
200,7,214,-115,,
200,7,217,-113,,
200,7,221,-110,,
200,7,223,-108,,
200,7,231,-100,,
200,7,236,-90,,
200,7,243,-70,,
200,7,246,-50,,
200,7,255,-50,,
194,7,0,-120,,
194,7,185,-120,,
194,7,191,-118,,
194,7,199,-115,,
194,7,203,-113,,
194,7,209,-110,,
194,7,211,-108,,
194,7,222,-100,,
194,7,230,-90,,
194,7,241,-70,,
194,7,245,-50,,
194,7,255,-50,,
